mysql> select story_url,completed from dwg_stories ORDER by 1;
+----------------------------------------------------+-----------+
| story_url                                          | completed |
| /derby/olda/genette7.htm                           |         1 |
| /derby/olda/genette8.htm                           |         1 |
| /derby/olda/genette9.htm                           |         1 |
| /derby/olda/isabel2.htm                            |         1 |
| /derby/olda/jacq3.htm                              |         1 |
| /derby/olda/jake.htm                               |         0 |
| /derby/olda/james1.htm                             |         1 |
| /derby/olda/jennb1.htm                             |         1 |
| /derby/olda/jimmy10.htm                            |         1 |
| /derby/olda/jimmy2.htm                             |         1 |
| /derby/olda/jimmy3.htm                             |         1 |
| /derby/olda/jimmy4.htm                             |         1 |
| /derby/olda/jimmy5h.htm                            |         1 |
| /derby/olda/jimmy6.htm                             |         1 |
| /derby/olda/jimmy7.htm                             |         1 |
| /derby/olda/jimmy8.htm                             |         1 |
| /derby/olda/jimmy9.htm                             |         1 |
| /derby/olda/joann10.htm                            |         1 |
| /derby/olda/joanna1.htm                            |         1 |
| /derby/olda/joanna3.htm                            |         1 |
| /derby/olda/joanna7.htm                            |         1 |
| /derby/olda/karenr1.htm                            |         1 |
| /derby/olda/kat1_1.htm                             |         1 |
| /derby/olda/kat2_3.htm                             |         1 |
| /derby/olda/kat3.htm                               |         0 |
| /derby/olda/katb1.htm                              |         1 |
| /derby/olda/katt10.htm                             |         1 |
| /derby/olda/katt11.htm                             |         1 |
| /derby/olda/katt2.htm                              |         1 |
| /derby/olda/katt3.htm                              |         1 |
| /derby/olda/katt8.htm                              |         0 |
| /derby/olda/katt9.htm                              |         1 |
| /derby/olda/katty1.htm                             |         0 |
| /derby/olda/katy.htm                               |         0 |
| /derby/olda/kelley4.htm                            |         0 |
| /derby/olda/krist2.htm                             |         0 |
| /derby/olda/laura1.htm                             |         0 |
| /derby/olda/laura2.htm                             |         0 |
| /derby/olda/laura3.htm                             |         0 |
| /derby/olda/laura4.htm                             |         0 |
| /derby/olda/laura6.htm                             |         1 |
| /derby/olda/lee4.htm                               |         0 |
| /derby/olda/lisar2.htm                             |         1 |
| /derby/olda/lisar3.htm                             |         0 |
| /derby/olda/lise10.htm                             |         1 |
| /derby/olda/lise11.htm                             |         1 |
| /derby/olda/lise2.htm                              |         1 |
| /derby/olda/lise3.htm                              |         1 |
| /derby/olda/lise4.htm                              |         1 |
| /derby/olda/lise6.htm                              |         1 |
| /derby/olda/lizm4.htm                              |         1 |
| /derby/olda/lizm6.htm                              |         1 |
| /derby/olda/lori3.htm                              |         1 |
| /derby/olda/lynne1.htm                             |         0 |
| /derby/olda/malini5.htm                            |         1 |
| /derby/olda/marsha1.htm                            |         1 |
| /derby/olda/marsha10.htm                           |         0 |
| /derby/olda/marsha11.htm                           |         1 |
| /derby/olda/marsha2.htm                            |         1 |
| /derby/olda/marsha4.htm                            |         0 |
| /derby/olda/marsha5.htm                            |         0 |
| /derby/olda/marsha6.htm                            |         1 |
| /derby/olda/marsha7.htm                            |         1 |
| /derby/olda/maryka3.htm                            |         0 |
| /derby/olda/meesh5.htm                             |         1 |
| /derby/olda/meesh6.htm                             |         1 |
| /derby/olda/michc1.htm                             |         0 |
| /derby/olda/michj1.htm                             |         1 |
| /derby/olda/michj3.htm                             |         0 |
| /derby/olda/rachel3.htm                            |         1 |
| /derby/olda/rachel4.htm                            |         1 |
| /derby/olda/stolzi1.htm                            |         1 |
| /derby/olda/syd3.htm                               |         0 |
| /derby/olda/thorpe1.htm                            |         1 |
| /derby/olda/thorpe2.htm                            |         0 |
| /derby/olda/xenia1.htm                             |         1 |
| /derby/olda/xenia2.htm                             |         1 |
| /derby/olda/xenia3.htm                             |         1 |
| /derby/olda/xenia7.htm                             |         0 |
| /derby/olda/xenia8.htm                             |         0 |
| /derby/olda/xenia9.htm                             |         0 |
| /derby/oldb/alice2.htm                             |         1 |
| /derby/oldb/ann1_1.htm                             |         1 |
| /derby/oldb/ann1_2.htm                             |         1 |
| /derby/oldb/ann1_3a.htm                            |         1 |
| /derby/oldb/ann1_4.htm                             |         1 |
| /derby/oldb/ann1_5.htm                             |         0 |
| /derby/oldb/ann6.htm                               |         1 |
| /derby/oldb/annie6.htm                             |         1 |
| /derby/oldb/becky1.htm                             |         0 |
| /derby/oldb/cassie5.htm                            |         1 |
| /derby/oldb/cathyw1.htm                            |         0 |
| /derby/oldb/ck7.htm                                |         1 |
| /derby/oldb/cristi2.htm                            |         1 |
| /derby/oldb/dan1.htm                               |         1 |
| /derby/oldb/dawnr1.htm                             |         1 |
| /derby/oldb/dawnr2.htm                             |         1 |
| /derby/oldb/ewa4.htm                               |         0 |
| /derby/oldb/felic1.htm                             |         1 |
| /derby/oldb/flo1.htm                               |         1 |
| /derby/oldb/flo2.htm                               |         1 |
| /derby/oldb/flo3.htm                               |         1 |
| /derby/oldb/gabby2.htm                             |         1 |
| /derby/oldb/genett12.htm                           |         1 |
| /derby/oldb/heide1.htm                             |         1 |
| /derby/oldb/jl1.htm                                |         1 |
| /derby/oldb/jl2.htm                                |         0 |
| /derby/oldb/joann12.htm                            |         1 |
| /derby/oldb/joann13.htm                            |         1 |
| /derby/oldb/kat1.htm                               |         0 |
| /derby/oldb/kat2.htm                               |         0 |
| /derby/oldb/kathly4.htm                            |         1 |
| /derby/oldb/katt13.htm                             |         1 |
| /derby/oldb/laura7.htm                             |         1 |
| /derby/oldb/laura8.htm                             |         0 |
| /derby/oldb/leah2.htm                              |         1 |
| /derby/oldb/lisar1.htm                             |         1 |
| /derby/oldb/lise13.htm                             |         1 |
| /derby/oldb/lizm2.htm                              |         1 |
| /derby/oldb/mack2.htm                              |         1 |
| /derby/oldb/maddie1.htm                            |         0 |
| /derby/oldb/maddie2.htm                            |         1 |
| /derby/oldb/mariel1.htm                            |         1 |
| /derby/oldb/marks1.htm                             |         1 |
| /derby/oldb/marks2.htm                             |         1 |
| /derby/oldb/marks3.htm                             |         1 |
| /derby/oldb/michj2.htm                             |         0 |
| /derby/oldb/nicol1.htm                             |         0 |
| /derby/oldb/nycol1.htm                             |         1 |
| /derby/oldb/open1.htm                              |         1 |
| /derby/oldb/pyro1.htm                              |         0 |
| /derby/oldb/rachel2.htm                            |         1 |
| /derby/oldb/rachel5.htm                            |         1 |
| /derby/oldb/rachel6.htm                            |         1 |
| /derby/oldb/traci1.htm                             |         1 |
| /derby/oldb/traci2.htm                             |         1 |
| /derby/oldb/valh2.htm                              |         1 |
| /derby/oldb/vero1.htm                              |         0 |
| /derby/oldb/xenia12.htm                            |         0 |
| /derby/oldb/xenia4.htm                             |         1 |
| /derby/oldc/aerial1.htm                            |         0 |
| /derby/oldc/aja1.htm                               |         0 |
| /derby/oldc/aja2.htm                               |         1 |
| /derby/oldc/aja3.htm                               |         1 |
| /derby/oldc/aja4.htm                               |         1 |
| /derby/oldc/aja5.htm                               |         0 |
| /derby/oldc/alicia1.htm                            |         1 |
| /derby/oldc/allie1.htm                             |         1 |
| /derby/oldc/allie2.htm                             |         0 |
| /derby/oldc/allie3.htm                             |         0 |
| /derby/oldc/allie4.htm                             |         1 |
| /derby/oldc/ann1_7.htm                             |         1 |
| /derby/oldc/annie1.htm                             |         1 |
| /derby/oldc/annie13.htm                            |         1 |
| /derby/oldc/annie15.htm                            |         1 |
| /derby/oldc/annie7.htm                             |         1 |
| /derby/oldc/bodec1.htm                             |         1 |
| /derby/oldc/bodec2.htm                             |         1 |
| /derby/oldc/bodec3.htm                             |         1 |
| /derby/oldc/cal1.htm                               |         1 |
| /derby/oldc/cherk4.htm                             |         0 |
| /derby/oldc/clare1.htm                             |         0 |
| /derby/oldc/dawnr3.htm                             |         1 |
| /derby/oldc/dawnr4.htm                             |         1 |
| /derby/oldc/dawnr5.htm                             |         1 |
| /derby/oldc/eea2.htm                               |         1 |
| /derby/oldc/eea3.htm                               |         1 |
| /derby/oldc/eea4.htm                               |         1 |
| /derby/oldc/ewajo2.htm                             |         0 |
| /derby/oldc/flo5.htm                               |         1 |
| /derby/oldc/genet13.htm                            |         1 |
| /derby/oldc/hilary2.htm                            |         0 |
| /derby/oldc/jim12.htm                              |         1 |
| /derby/oldc/jim13.htm                              |         1 |
| /derby/oldc/joann11.htm                            |         1 |
| /derby/oldc/joann14.htm                            |         1 |
| /derby/oldc/jordan1.htm                            |         0 |
| /derby/oldc/kaths1.htm                             |         0 |
| /derby/oldc/laura5.htm                             |         1 |
| /derby/oldc/laura9.htm                             |         1 |
| /derby/oldc/leah4b.htm                             |         1 |
| /derby/oldc/lear1.htm                              |         1 |
| /derby/oldc/lear2.htm                              |         1 |
| /derby/oldc/lisar4.htm                             |         0 |
| /derby/oldc/lise7.htm                              |         1 |
| /derby/oldc/lizm6.htm                              |         1 |
| /derby/oldc/lizm7.htm                              |         1 |
| /derby/oldc/lizm8.htm                              |         1 |
| /derby/oldc/lynno1.htm                             |         1 |
| /derby/oldc/mack1.htm                              |         0 |
| /derby/oldc/mags1.htm                              |         1 |
| /derby/oldc/malini6.htm                            |         0 |
| /derby/oldc/malini8.htm                            |         1 |
| /derby/oldc/marks5.htm                             |         1 |
| /derby/oldc/marks6.htm                             |         1 |
| /derby/oldc/marks7.htm                             |         1 |
| /derby/oldc/marks9.htm                             |         1 |
| /derby/oldc/maryc5.htm                             |         1 |
| /derby/oldc/megan1.htm                             |         1 |
| /derby/oldc/megan2.htm                             |         1 |
| /derby/oldc/meld1.htm                              |         0 |
| /derby/oldc/michelv1.htm                           |         1 |
| /derby/oldc/paulaj1.htm                            |         1 |
| /derby/oldc/paulaj2.htm                            |         1 |
| /derby/oldc/quyen1.htm                             |         0 |
| /derby/oldc/sbrob1.htm                             |         1 |
| /derby/oldc/shawn1.htm                             |         1 |
| /derby/oldc/tamry1.htm                             |         0 |
| /derby/oldc/tamry2.htm                             |         0 |
| /derby/oldc/tay1.htm                               |         0 |
| /derby/oldc/teg1.htm                               |         1 |
| /derby/oldc/teg2.htm                               |         1 |
| /derby/oldc/teg3.htm                               |         1 |
| /derby/oldc/tess1.htm                              |         0 |
| /derby/oldc/valh3.htm                              |         0 |
| /derby/oldc/willj1.htm                             |         1 |
| /derby/oldc/xenia10.htm                            |         0 |
| /derby/oldc/xenia11.htm                            |         0 |
| /derby/oldc/xenia13.htm                            |         0 |
| /derby/oldc/xenia14.htm                            |         0 |
| /derby/oldc/xenia16.htm                            |         0 |
| /derby/oldc/xenia17.htm                            |         0 |
| /derby/oldc/xenia18.htm                            |         0 |
| /derby/oldc/xenia5.htm                             |         0 |
| /derby/oldd/bill7.htm                              |         1 |
| /derby/oldd/bodec4.htm                             |         1 |
| /derby/oldd/carms1.htm                             |         0 |
| /derby/oldd/carms2.htm                             |         0 |
| /derby/oldd/carms3.htm                             |         1 |
| /derby/oldd/carms4.htm                             |         1 |
| /derby/oldd/carms5.htm                             |         1 |
| /derby/oldd/carms6.htm                             |         0 |
| /derby/oldd/cecily1.htm                            |         1 |
| /derby/oldd/cecily2.htm                            |         0 |
| /derby/oldd/chrism3.htm                            |         1 |
| /derby/oldd/chrism5.htm                            |         1 |
| /derby/oldd/ck1.htm                                |         1 |
| /derby/oldd/crist2.htm                             |         1 |
| /derby/oldd/cristi1.htm                            |         1 |
| /derby/oldd/crysty3.htm                            |         1 |
| /derby/oldd/danl1.htm                              |         1 |
| /derby/oldd/dawn6.htm                              |         1 |
| /derby/oldd/eea5.htm                               |         1 |
| /derby/oldd/eileen1.htm                            |         1 |
| /derby/oldd/eva1.htm                               |         1 |
| /derby/oldd/eva4.htm                               |         1 |
| /derby/oldd/ewa3.htm                               |         0 |
| /derby/oldd/flo6.htm                               |         0 |
| /derby/oldd/jean1.htm                              |         1 |
| /derby/oldd/jenf1.htm                              |         1 |
| /derby/oldd/jimmy11.htm                            |         1 |
| /derby/oldd/joann15.htm                            |         1 |
| /derby/oldd/john1.htm                              |         1 |
| /derby/oldd/katann1.htm                            |         1 |
| /derby/oldd/leaeli1.htm                            |         0 |
| /derby/oldd/leon1.htm                              |         1 |
| /derby/oldd/lisar6.htm                             |         0 |
| /derby/oldd/lise15.htm                             |         1 |
| /derby/oldd/lise16.htm                             |         1 |
| /derby/oldd/lise17.htm                             |         0 |
| /derby/oldd/lise8.htm                              |         0 |
| /derby/oldd/lynno3.htm                             |         1 |
| /derby/oldd/mags2.htm                              |         1 |
| /derby/oldd/meliss2.htm                            |         0 |
| /derby/oldd/melissa.htm                            |         1 |
| /derby/oldd/monique.htm                            |         0 |
| /derby/oldd/nicole1.htm                            |         1 |
| /derby/oldd/rachel7.htm                            |         1 |
| /derby/oldd/sandy.htm                              |         1 |
| /derby/oldd/simone1.htm                            |         1 |
| /derby/oldd/tan1.htm                               |         1 |
| /derby/oldd/teg4.htm                               |         1 |
| /derby/oldd/teg5.htm                               |         1 |
| /derby/oldd/teg6.htm                               |         1 |
| /derby/oldd/tina1.htm                              |         0 |
| /derby/oldd/traci3.htm                             |         1 |
| /derby/oldd/willj2.htm                             |         0 |
| /derby/olde/aae1.htm                               |         1 |
| /derby/olde/aja6.htm                               |         0 |
| /derby/olde/alice3.htm                             |         0 |
| /derby/olde/alicia3.htm                            |         0 |
| /derby/olde/allie5.htm                             |         0 |
| /derby/olde/allie6.htm                             |         1 |
| /derby/olde/allie7.htm                             |         0 |
| /derby/olde/allros2.htm                            |         1 |
| /derby/olde/allrose.htm                            |         1 |
| /derby/olde/amyk1.htm                              |         0 |
| /derby/olde/ann1_8.htm                             |         1 |
| /derby/olde/annie19.htm                            |         0 |
| /derby/olde/arcad1.htm                             |         0 |
| /derby/olde/arcad2.htm                             |         0 |
| /derby/olde/beth1.htm                              |         1 |
| /derby/olde/beth3.htm                              |         1 |
| /derby/olde/betsyd1.htm                            |         0 |
| /derby/olde/bill7.htm                              |         1 |
| /derby/olde/caitrin.htm                            |         0 |
| /derby/olde/caitrin2.htm                           |         1 |
| /derby/olde/caitrin3.htm                           |         0 |
| /derby/olde/carmel1.htm                            |         0 |
| /derby/olde/carmen1.htm                            |         1 |
| /derby/olde/carms7.htm                             |         0 |
| /derby/olde/carms8.htm                             |         0 |
| /derby/olde/carolh1.htm                            |         0 |
| /derby/olde/caroli1.htm                            |         1 |
| /derby/olde/carrie1.htm                            |         0 |
| /derby/olde/cassi1.htm                             |         0 |
| /derby/olde/cassi3.htm                             |         0 |
| /derby/olde/cecann1.htm                            |         0 |
| /derby/olde/cecann2.htm                            |         1 |
| /derby/olde/cecann4.htm                            |         0 |
| /derby/olde/cecil1.htm                             |         0 |
| /derby/olde/cecil2.htm                             |         0 |
| /derby/olde/cecspri1.htm                           |         0 |
| /derby/olde/cherk1.htm                             |         0 |
| /derby/olde/chris2.htm                             |         1 |
| /derby/olde/chrism1.htm                            |         1 |
| /derby/olde/chrism2.htm                            |         0 |
| /derby/olde/chrism4.htm                            |         0 |
| /derby/olde/chrism6.htm                            |         0 |
| /derby/olde/chrism7.htm                            |         0 |
| /derby/olde/chrism8.htm                            |         0 |
| /derby/olde/coll1.htm                              |         0 |
| /derby/olde/collex1.htm                            |         1 |
| /derby/olde/collex2.htm                            |         0 |
| /derby/olde/collex5.htm                            |         0 |
| /derby/olde/collex6.htm                            |         0 |
| /derby/olde/collex7.htm                            |         0 |
| /derby/olde/collex8.htm                            |         1 |
| /derby/olde/collex9.htm                            |         0 |
| /derby/olde/coltab1.htm                            |         0 |
| /derby/olde/coltab2.htm                            |         0 |
| /derby/olde/danl2.htm                              |         1 |
| /derby/olde/danl3.htm                              |         1 |
| /derby/olde/dawn7.htm                              |         1 |
| /derby/olde/dawn9.htm                              |         0 |
| /derby/olde/dea1.htm                               |         0 |
| /derby/olde/deb1.htm                               |         0 |
| /derby/olde/dinah1.htm                             |         0 |
| /derby/olde/edith1.htm                             |         0 |
| /derby/olde/eea1.htm                               |         1 |
| /derby/olde/eea6.htm                               |         1 |
| /derby/olde/eea7.htm                               |         1 |
| /derby/olde/ellenm1.htm                            |         0 |
| /derby/olde/ellenm2.htm                            |         1 |
| /derby/olde/ellenm6.htm                            |         1 |
| /derby/olde/erina1.htm                             |         1 |
| /derby/olde/erina2.htm                             |         1 |
| /derby/olde/eva2.htm                               |         0 |
| /derby/olde/eva5.htm                               |         1 |
| /derby/olde/eva6.htm                               |         1 |
| /derby/olde/eva7.htm                               |         0 |
| /derby/olde/eva8.htm                               |         1 |
| /derby/olde/eva9.htm                               |         0 |
| /derby/olde/evan2.htm                              |         0 |
| /derby/olde/evan3.htm                              |         0 |
| /derby/olde/evan6.htm                              |         0 |
| /derby/olde/flo1.htm                               |         0 |
| /derby/olde/frewen1.htm                            |         0 |
| /derby/olde/gabby1.htm                             |         0 |
| /derby/olde/gabnyc1.htm                            |         0 |
| /derby/olde/gabnyc3.htm                            |         1 |
| /derby/olde/gabnyc4.htm                            |         1 |
| /derby/olde/gailw1.htm                             |         1 |
| /derby/olde/genet14.htm                            |         1 |
| /derby/olde/gina1.htm                              |         1 |
| /derby/olde/greg1.htm                              |         1 |
| /derby/olde/greg2.htm                              |         1 |
| /derby/olde/greg3.htm                              |         0 |
| /derby/olde/janeym.htm                             |         0 |
| /derby/olde/janice1.htm                            |         1 |
| /derby/olde/jean2.htm                              |         1 |
| /derby/olde/jean3.htm                              |         0 |
| /derby/olde/jean4.htm                              |         0 |
| /derby/olde/jean6.htm                              |         1 |
| /derby/olde/jend.htm                               |         0 |
| /derby/olde/jend2.htm                              |         0 |
| /derby/olde/jenf2.htm                              |         1 |
| /derby/olde/jenf7.htm                              |         0 |
| /derby/olde/jenf9.htm                              |         1 |
| /derby/olde/jenl.htm                               |         0 |
| /derby/olde/jenn1.htm                              |         0 |
| /derby/olde/jenn2.htm                              |         1 |
| /derby/olde/jenn4.htm                              |         0 |
| /derby/olde/jess1.htm                              |         1 |
| /derby/olde/jessn1.htm                             |         0 |
| /derby/olde/jim1.htm                               |         1 |
| /derby/olde/jim14.htm                              |         1 |
| /derby/olde/jim15.htm                              |         1 |
| /derby/olde/jim16.htm                              |         1 |
| /derby/olde/jim18.htm                              |         0 |
| /derby/olde/jl1.htm                                |         0 |
| /derby/olde/joann16.htm                            |         1 |
| /derby/olde/joanna18.htm                           |         0 |
| /derby/olde/john2.htm                              |         1 |
| /derby/olde/johnlei1.htm                           |         1 |
| /derby/olde/joleea1.htm                            |         0 |
| /derby/olde/jordan1.htm                            |         0 |
| /derby/olde/joseph1.htm                            |         1 |
| /derby/olde/josie1.htm                             |         0 |
| /derby/olde/judyann.htm                            |         0 |
| /derby/olde/judyly1.htm                            |         1 |
| /derby/olde/judyly2.htm                            |         0 |
| /derby/olde/kathly6.htm                            |         1 |
| /derby/olde/kathyk.htm                             |         1 |
| /derby/olde/katt12.htm                             |         1 |
| /derby/olde/kim1.htm                               |         1 |
| /derby/olde/kimmie.htm                             |         0 |
| /derby/olde/kimmie2.htm                            |         1 |
| /derby/olde/kimmie3.htm                            |         0 |
| /derby/olde/kimmie4.htm                            |         0 |
| /derby/olde/laura10.htm                            |         1 |
| /derby/olde/laurm.htm                              |         0 |
| /derby/olde/leah5.htm                              |         1 |
| /derby/olde/leah6.htm                              |         1 |
| /derby/olde/lear3.htm                              |         1 |
| /derby/olde/lee1.htm                               |         0 |
| /derby/olde/lee2.htm                               |         0 |
| /derby/olde/lee3.htm                               |         0 |
| /derby/olde/lisah.htm                              |         0 |
| /derby/olde/lisar5.htm                             |         0 |
| /derby/olde/lisar7.htm                             |         0 |
| /derby/olde/lise19.htm                             |         0 |
| /derby/olde/lise20.htm                             |         1 |
| /derby/olde/lise21.htm                             |         0 |
| /derby/olde/lise23.htm                             |         0 |
| /derby/olde/lise9.htm                              |         0 |
| /derby/olde/lisera.htm                             |         0 |
| /derby/olde/lisleea.htm                            |         1 |
| /derby/olde/lizm9.htm                              |         1 |
| /derby/olde/louise.htm                             |         0 |
| /derby/olde/lucie1.htm                             |         0 |
| /derby/olde/lynno2.htm                             |         1 |
| /derby/olde/lynno4.htm                             |         1 |
| /derby/olde/madnic1.htm                            |         0 |
| /derby/olde/mags10.htm                             |         1 |
| /derby/olde/mags3.htm                              |         1 |
| /derby/olde/mags4.htm                              |         1 |
| /derby/olde/mags5.htm                              |         1 |
| /derby/olde/mags6.htm                              |         1 |
| /derby/olde/mags7.htm                              |         1 |
| /derby/olde/malin10.htm                            |         0 |
| /derby/olde/malin12.htm                            |         1 |
| /derby/olde/malini3.htm                            |         0 |
| /derby/olde/malini8.htm                            |         0 |
| /derby/olde/mandy.htm                              |         0 |
| /derby/olde/marach1.htm                            |         0 |
| /derby/olde/marach2.htm                            |         1 |
| /derby/olde/margb.htm                              |         1 |
| /derby/olde/marial.htm                             |         1 |
| /derby/olde/marial2.htm                            |         0 |
| /derby/olde/mariav.htm                             |         1 |
| /derby/olde/marks10.htm                            |         1 |
| /derby/olde/marks8.htm                             |         1 |
| /derby/olde/marks9.htm                             |         1 |
| /derby/olde/marsha10.htm                           |         0 |
| /derby/olde/marsha11.htm                           |         0 |
| /derby/olde/marsha12.htm                           |         0 |
| /derby/olde/marsha13.htm                           |         1 |
| /derby/olde/marsha14.htm                           |         0 |
| /derby/olde/marsha15.htm                           |         1 |
| /derby/olde/marsha16.htm                           |         1 |
| /derby/olde/marsha17.htm                           |         0 |
| /derby/olde/marsha9.htm                            |         1 |
| /derby/olde/maryka5.htm                            |         0 |
| /derby/olde/maxw.htm                               |         0 |
| /derby/olde/meesh4.htm                             |         0 |
| /derby/olde/megan3.htm                             |         0 |
| /derby/olde/megan4.htm                             |         1 |
| /derby/olde/megan5.htm                             |         1 |
| /derby/olde/meliss10.htm                           |         1 |
| /derby/olde/meliss3.htm                            |         1 |
| /derby/olde/meliss4.htm                            |         0 |
| /derby/olde/meliss5.htm                            |         0 |
| /derby/olde/meliss6.htm                            |         1 |
| /derby/olde/meliss7.htm                            |         1 |
| /derby/olde/meliss9.htm                            |         1 |
| /derby/olde/melissd.htm                            |         1 |
| /derby/olde/melissg.htm                            |         0 |
| /derby/olde/michev2.htm                            |         0 |
| /derby/olde/nic1.htm                               |         0 |
| /derby/olde/nicky.htm                              |         0 |
| /derby/olde/nicky2.htm                             |         0 |
| /derby/olde/nicole2.htm                            |         0 |
| /derby/olde/norma.htm                              |         0 |
| /derby/olde/paulaj3.htm                            |         1 |
| /derby/olde/rachel8.htm                            |         1 |
| /derby/olde/rae.htm                                |         0 |
| /derby/olde/samk.htm                               |         0 |
| /derby/olde/sanna1.htm                             |         1 |
| /derby/olde/selene2.htm                            |         1 |
| /derby/olde/selene4.htm                            |         0 |
| /derby/olde/serena.htm                             |         0 |
| /derby/olde/shem.htm                               |         1 |
| /derby/olde/simone2.htm                            |         1 |
| /derby/olde/simone3.htm                            |         1 |
| /derby/olde/snow2.htm                              |         1 |
| /derby/olde/snow4.htm                              |         1 |
| /derby/olde/snow6.htm                              |         1 |
| /derby/olde/sula1h.htm                             |         1 |
| /derby/olde/sula2.htm                              |         1 |
| /derby/olde/tamsin3.htm                            |         1 |
| /derby/olde/tamsin9.htm                            |         1 |
| /derby/olde/tan2.htm                               |         1 |
| /derby/olde/tan3.htm                               |         0 |
| /derby/olde/tan5.htm                               |         0 |
| /derby/olde/tan8.htm                               |         1 |
| /derby/olde/teg10.htm                              |         1 |
| /derby/olde/teg7.htm                               |         1 |
| /derby/olde/teg8.htm                               |         1 |
| /derby/olde/teg9.htm                               |         1 |
| /derby/olde/tegmar.htm                             |         0 |
| /derby/olde/theres.htm                             |         0 |
| /derby/olde/tonit.htm                              |         0 |
| /derby/olde/tracy.htm                              |         0 |
| /derby/olde/wende.htm                              |         0 |
| /derby/olde/wende2.htm                             |         0 |
| /derby/olde/willj3.htm                             |         0 |
| /derby/olde/willj4.htm                             |         1 |
| /derby/olde/zeb.htm                                |         0 |
| /derby/olde/zeb2.htm                               |         0 |
| /derby/oldf/abby1.htm                              |         1 |
| /derby/oldf/aleah1c.htm                            |         1 |
| /derby/oldf/aleth2c.htm                            |         0 |
| /derby/oldf/alexd1.htm                             |         0 |
| /derby/oldf/alexd2.htm                             |         1 |
| /derby/oldf/allros3b.htm                           |         0 |
| /derby/oldf/aman1.htm                              |         1 |
| /derby/oldf/ann1_10.htm                            |         1 |
| /derby/oldf/ann1_9.htm                             |         1 |
| /derby/oldf/annajk1.htm                            |         1 |
| /derby/oldf/annea2b.htm                            |         1 |
| /derby/oldf/annecor1.htm                           |         0 |
| /derby/oldf/annie18h.htm                           |         1 |
| /derby/oldf/ashka1.htm                             |         0 |
| /derby/oldf/ashka3.htm                             |         1 |
| /derby/oldf/ashka4.htm                             |         0 |
| /derby/oldf/asia1b.htm                             |         0 |
| /derby/oldf/asia3.htm                              |         1 |
| /derby/oldf/beth2d.htm                             |         1 |
| /derby/oldf/beth4.htm                              |         0 |
| /derby/oldf/beths1b.htm                            |         0 |
| /derby/oldf/bonny1.htm                             |         1 |
| /derby/oldf/bridge4.htm                            |         0 |
| /derby/oldf/bron1.htm                              |         1 |
| /derby/oldf/bron3.htm                              |         1 |
| /derby/oldf/bron5.htm                              |         0 |
| /derby/oldf/car1.htm                               |         0 |
| /derby/oldf/caric2.htm                             |         0 |
| /derby/oldf/cassm7d.htm                            |         0 |
| /derby/oldf/collex10.htm                           |         0 |
| /derby/oldf/collex11.htm                           |         0 |
| /derby/oldf/collex13.htm                           |         0 |
| /derby/oldf/collex15.htm                           |         0 |
| /derby/oldf/collex4b.htm                           |         1 |
| /derby/oldf/coltab10.htm                           |         0 |
| /derby/oldf/coltab7.htm                            |         0 |
| /derby/oldf/coltab8.htm                            |         1 |
| /derby/oldf/coltab9.htm                            |         1 |
| /derby/oldf/colv1.htm                              |         0 |
| /derby/oldf/crymar1.htm                            |         0 |
| /derby/oldf/cryst10.htm                            |         1 |
| /derby/oldf/cryst11.htm                            |         1 |
| /derby/oldf/cryst12.htm                            |         1 |
| /derby/oldf/crysty4.htm                            |         0 |
| /derby/oldf/crysty5b.htm                           |         1 |
| /derby/oldf/daisy1b.htm                            |         0 |
| /derby/oldf/danla1c.htm                            |         1 |
| /derby/oldf/danla2c.htm                            |         1 |
| /derby/oldf/danla3b.htm                            |         1 |
| /derby/oldf/dawn10.htm                             |         0 |
| /derby/oldf/dawn11.htm                             |         0 |
| /derby/oldf/deb3.htm                               |         1 |
| /derby/oldf/deb4.htm                               |         1 |
| /derby/oldf/delwyn2f.htm                           |         1 |
| /derby/oldf/delwyn3.htm                            |         1 |
| /derby/oldf/denise1.htm                            |         0 |
| /derby/oldf/dierd-b1.htm                           |         0 |
| /derby/oldf/dierd1.htm                             |         0 |
| /derby/oldf/donna1.htm                             |         0 |
| /derby/oldf/doro1.htm                              |         0 |
| /derby/oldf/elisa1.htm                             |         1 |
| /derby/oldf/elizac2.htm                            |         1 |
| /derby/oldf/elizac3.htm                            |         0 |
| /derby/oldf/elli1.htm                              |         1 |
| /derby/oldf/elli3b.htm                             |         1 |
| /derby/oldf/elli5b.htm                             |         0 |
| /derby/oldf/elli6.htm                              |         1 |
| /derby/oldf/emma2.htm                              |         0 |
| /derby/oldf/erinh1c.htm                            |         1 |
| /derby/oldf/erinh4.htm                             |         1 |
| /derby/oldf/erinshem1.htm                          |         1 |
| /derby/oldf/eva10.htm                              |         0 |
| /derby/oldf/evan1b.htm                             |         0 |
| /derby/oldf/evan4.htm                              |         0 |
| /derby/oldf/gabnic5d.htm                           |         1 |
| /derby/oldf/janegs.htm                             |         1 |
| /derby/oldf/janegs5.htm                            |         1 |
| /derby/oldf/janegs6.htm                            |         1 |
| /derby/oldf/janegs7.htm                            |         1 |
| /derby/oldf/janegs8.htm                            |         1 |
| /derby/oldf/janegs9.htm                            |         1 |
| /derby/oldf/jean5.htm                              |         0 |
| /derby/oldf/jean7.htm                              |         1 |
| /derby/oldf/jenf11.htm                             |         0 |
| /derby/oldf/jenf13.htm                             |         1 |
